locus_tag	ftype	length_bp	gene	EC_number	COG	product
OADMKDBD_01091	CDS	333				hypothetical protein
OADMKDBD_01092	CDS	438	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
OADMKDBD_01093	CDS	555	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
OADMKDBD_01094	CDS	789	cheR	2.1.1.80		Chemotaxis protein methyltransferase
OADMKDBD_01095	CDS	729	glnQ_2			Glutamine transport ATP-binding protein GlnQ
OADMKDBD_01096	CDS	780	peb1A		COG0834	Major cell-binding factor
OADMKDBD_01097	CDS	753	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
OADMKDBD_01098	CDS	660	gltK		COG0765	Glutamate/aspartate import permease protein GltK
OADMKDBD_01099	CDS	930	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
OADMKDBD_01100	CDS	2112	cstA		COG1966	Peptide transporter CstA
OADMKDBD_01101	CDS	198				hypothetical protein
OADMKDBD_01102	CDS	414		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
OADMKDBD_01103	CDS	1833				hypothetical protein
OADMKDBD_01104	CDS	297	hup		COG0776	DNA-binding protein HU
OADMKDBD_01105	CDS	900	cysK	2.5.1.47	COG0031	Cysteine synthase
OADMKDBD_01106	CDS	561				hypothetical protein
OADMKDBD_01107	CDS	453				hypothetical protein
OADMKDBD_01108	CDS	420				hypothetical protein
OADMKDBD_01109	CDS	471				hypothetical protein
OADMKDBD_01110	CDS	2340		2.7.3.13	COG0574	L-glutamine kinase
OADMKDBD_01111	CDS	762	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OADMKDBD_01112	CDS	774	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OADMKDBD_01113	CDS	1830				hypothetical protein
OADMKDBD_01114	CDS	999				hypothetical protein
OADMKDBD_01115	CDS	963	accC	6.3.4.14	COG0439	Biotin carboxylase
OADMKDBD_01116	CDS	816	surA	5.2.1.8		Chaperone SurA
OADMKDBD_01117	CDS	1392	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
OADMKDBD_01118	CDS	1236	maeB	1.1.1.40	COG0281	NADP-dependent malic enzyme
OADMKDBD_01119	CDS	627	upp	2.4.2.9		Uracil phosphoribosyltransferase
OADMKDBD_01120	CDS	672	mqnA	4.2.1.151		Chorismate dehydratase
OADMKDBD_01121	CDS	651	ktrA		COG0569	Ktr system potassium uptake protein A
OADMKDBD_01122	CDS	1344	ktrB		COG0168	Ktr system potassium uptake protein B
OADMKDBD_01123	tRNA	76				tRNA-Phe(gaa)
OADMKDBD_01124	tRNA	77				tRNA-Met(cat)
OADMKDBD_01125	CDS	1101	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
OADMKDBD_01126	CDS	969	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
OADMKDBD_01127	CDS	1233				hypothetical protein
OADMKDBD_01128	CDS	1179	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
OADMKDBD_01129	CDS	666	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OADMKDBD_01130	CDS	807				hypothetical protein
OADMKDBD_01131	CDS	1194				hypothetical protein
OADMKDBD_01132	CDS	720	pyrH	2.7.4.22	COG0528	Uridylate kinase
OADMKDBD_01133	CDS	225	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
OADMKDBD_01134	CDS	2196	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
OADMKDBD_01135	CDS	1206	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OADMKDBD_01136	CDS	1092				hypothetical protein
OADMKDBD_01137	CDS	1980				hypothetical protein
OADMKDBD_01138	CDS	1842	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
OADMKDBD_01139	CDS	1140	hydA	1.12.5.1	COG1740	Quinone-reactive Ni/Fe-hydrogenase small chain
OADMKDBD_01140	CDS	228				hypothetical protein
OADMKDBD_01141	CDS	357	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
OADMKDBD_01142	CDS	1539	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
OADMKDBD_01143	CDS	759	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
OADMKDBD_01144	CDS	1137				hypothetical protein
OADMKDBD_01145	CDS	264				hypothetical protein
OADMKDBD_01146	CDS	474	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
OADMKDBD_01147	CDS	177				hypothetical protein
OADMKDBD_01148	CDS	1311	proP_1			Proline/betaine transporter
OADMKDBD_01149	CDS	477				hypothetical protein
OADMKDBD_01150	CDS	858				hypothetical protein
OADMKDBD_01151	CDS	327				hypothetical protein
OADMKDBD_01152	CDS	537				hypothetical protein
OADMKDBD_01153	CDS	354	rplT		COG0292	50S ribosomal protein L20
OADMKDBD_01154	CDS	192				hypothetical protein
OADMKDBD_01155	CDS	1167				hypothetical protein
OADMKDBD_01156	CDS	249				Bacteriohemerythrin
OADMKDBD_01157	CDS	1182	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
OADMKDBD_01158	CDS	972				hypothetical protein
OADMKDBD_01159	CDS	1884				hypothetical protein
OADMKDBD_01160	CDS	636	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
OADMKDBD_01161	CDS	696	yccA		COG0670	Modulator of FtsH protease YccA
OADMKDBD_01162	CDS	372				hypothetical protein
OADMKDBD_01163	CDS	558	frr		COG0233	Ribosome-recycling factor
OADMKDBD_01164	CDS	609	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
OADMKDBD_01165	CDS	423				hypothetical protein
OADMKDBD_01166	CDS	1023	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
OADMKDBD_01167	CDS	1371	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
OADMKDBD_01168	CDS	549	yrdA		COG0663	Protein YrdA
OADMKDBD_01169	CDS	630	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
OADMKDBD_01170	CDS	1182	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
OADMKDBD_01171	CDS	738	argB	2.7.2.8	COG0548	Acetylglutamate kinase
OADMKDBD_01172	CDS	423				hypothetical protein
OADMKDBD_01173	CDS	750	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
OADMKDBD_01174	CDS	1179	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
OADMKDBD_01175	CDS	600	trpC_2		COG0134	Tryptophan biosynthesis protein TrpCF
OADMKDBD_01176	CDS	1602	trpGD		COG0512	Bifunctional protein TrpGD
OADMKDBD_01177	CDS	1251	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
OADMKDBD_01178	CDS	897				hypothetical protein
OADMKDBD_01179	CDS	567				hypothetical protein
OADMKDBD_01180	CDS	855				hypothetical protein
OADMKDBD_01181	CDS	1389				hypothetical protein
OADMKDBD_01182	CDS	552				hypothetical protein
OADMKDBD_01183	CDS	282				hypothetical protein
OADMKDBD_01184	CDS	612				hypothetical protein
OADMKDBD_01185	CDS	660				hypothetical protein
OADMKDBD_01186	CDS	1233	traC	2.7.7.-		DNA primase TraC
OADMKDBD_01187	CDS	546	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
OADMKDBD_01188	CDS	999	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
OADMKDBD_01189	CDS	1203	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
OADMKDBD_01190	CDS	672	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
OADMKDBD_01191	CDS	828	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
OADMKDBD_01192	CDS	1494				hypothetical protein
OADMKDBD_01193	CDS	1842	feoB		COG0370	Fe(2+) transporter FeoB
OADMKDBD_01194	CDS	225	feoA		COG1918	Putative Fe(2+) transport protein A
OADMKDBD_01195	CDS	1047				hypothetical protein
OADMKDBD_01196	CDS	117				hypothetical protein
OADMKDBD_01197	CDS	1200	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
OADMKDBD_01198	CDS	198				hypothetical protein
OADMKDBD_01199	CDS	1164	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
OADMKDBD_01200	CDS	759	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
OADMKDBD_01201	CDS	714	dcuD_3		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
OADMKDBD_01202	CDS	363	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OADMKDBD_01203	CDS	657				hypothetical protein
OADMKDBD_01204	CDS	471				hypothetical protein
OADMKDBD_01205	CDS	1425	katA	1.11.1.6		Catalase
OADMKDBD_01206	CDS	315				hypothetical protein
OADMKDBD_01207	CDS	696				hypothetical protein
OADMKDBD_01208	CDS	492	nifF		COG0716	Flavodoxin 2
OADMKDBD_01209	CDS	531				hypothetical protein
OADMKDBD_01210	CDS	711				hypothetical protein
OADMKDBD_01211	CDS	1806	selB		COG3276	Selenocysteine-specific elongation factor
OADMKDBD_01212	CDS	1323	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
OADMKDBD_01213	CDS	1674	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
OADMKDBD_01214	CDS	1302	yajR		COG0477	Inner membrane transport protein YajR
OADMKDBD_01215	CDS	603		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
OADMKDBD_01216	CDS	2472				hypothetical protein
OADMKDBD_01217	CDS	570				hypothetical protein
OADMKDBD_01218	CDS	699	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
OADMKDBD_01219	CDS	444	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
OADMKDBD_01220	CDS	1320	adeQ		COG2252	Adenine permease AdeQ
OADMKDBD_01221	CDS	1065	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase
OADMKDBD_01222	CDS	2349	glnD	2.7.7.59		Bifunctional uridylyltransferase/uridylyl-removing enzyme
OADMKDBD_01223	CDS	1797	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
OADMKDBD_01224	CDS	3123				hypothetical protein
OADMKDBD_01225	CDS	1392	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
OADMKDBD_01226	CDS	1044			COG0628	Putative transport protein
OADMKDBD_01227	CDS	1008	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
OADMKDBD_01228	CDS	411				hypothetical protein
OADMKDBD_01229	tmRNA	359	ssrA			transfer-messenger RNA, SsrA
OADMKDBD_01230	CDS	201				hypothetical protein
OADMKDBD_01231	CDS	219				hypothetical protein
OADMKDBD_01232	CDS	396				hypothetical protein
OADMKDBD_01233	CDS	951	vacA			Vacuolating cytotoxin autotransporter
OADMKDBD_01234	CDS	753	ppk	2.7.4.1		Polyphosphate kinase
OADMKDBD_01235	CDS	333				hypothetical protein
OADMKDBD_01236	CDS	1179	pyrC_2	3.5.2.3	COG0044	Dihydroorotase
OADMKDBD_01237	CDS	894	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
OADMKDBD_01238	CDS	1419	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
OADMKDBD_01239	CDS	495	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
OADMKDBD_01240	CDS	993				hypothetical protein
OADMKDBD_01241	CDS	771			COG1464	Membrane lipoprotein TpN32
OADMKDBD_01242	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
OADMKDBD_01243	CDS	849	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
OADMKDBD_01244	CDS	681	atpB		COG0356	ATP synthase subunit a
OADMKDBD_01245	CDS	1341	radA	3.6.4.-	COG1066	DNA repair protein RadA
OADMKDBD_01246	CDS	867	ftsY			Signal recognition particle receptor FtsY
OADMKDBD_01247	CDS	558	resA_2		COG0526	Thiol-disulfide oxidoreductase ResA
OADMKDBD_01248	CDS	1554	rny	3.1.-.-	COG1418	Ribonuclease Y
OADMKDBD_01249	CDS	558	yohD_2		COG0586	Inner membrane protein YohD
OADMKDBD_01250	CDS	1260				hypothetical protein
OADMKDBD_01251	CDS	807				hypothetical protein
OADMKDBD_01252	CDS	1383		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
OADMKDBD_01253	CDS	726	pgbA			Plasminogen-binding protein PgbA
OADMKDBD_01254	CDS	1161	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
OADMKDBD_01255	CDS	204				hypothetical protein
OADMKDBD_01256	CDS	681				hypothetical protein
OADMKDBD_01257	CDS	612	ribE	2.5.1.9		Riboflavin synthase
OADMKDBD_01258	CDS	1218				hypothetical protein
OADMKDBD_01259	CDS	1176				hypothetical protein
OADMKDBD_01260	CDS	837	bioB	2.8.1.6	COG0502	Biotin synthase
OADMKDBD_01261	CDS	2103	topA	5.6.2.1	COG0550	DNA topoisomerase 1
OADMKDBD_01262	CDS	1272				hypothetical protein
OADMKDBD_01263	CDS	1266	secY		COG0201	Protein translocase subunit SecY
OADMKDBD_01264	CDS	393	rplO			50S ribosomal protein L15
OADMKDBD_01265	CDS	444	rpsE		COG0098	30S ribosomal protein S5
OADMKDBD_01266	CDS	357	rplR		COG0256	50S ribosomal protein L18
OADMKDBD_01267	CDS	537	rplF		COG0097	50S ribosomal protein L6
OADMKDBD_01268	CDS	396	rpsH		COG0096	30S ribosomal protein S8
OADMKDBD_01269	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
OADMKDBD_01270	CDS	543	rplE		COG0094	50S ribosomal protein L5
OADMKDBD_01271	CDS	234	rplX			50S ribosomal protein L24
OADMKDBD_01272	CDS	369	rplN		COG0093	50S ribosomal protein L14
OADMKDBD_01273	CDS	252	rpsQ		COG0186	30S ribosomal protein S17
OADMKDBD_01274	CDS	186				hypothetical protein
OADMKDBD_01275	CDS	426	rplP		COG0197	50S ribosomal protein L16
OADMKDBD_01276	CDS	702	rpsC		COG0092	30S ribosomal protein S3
OADMKDBD_01277	CDS	426				hypothetical protein
OADMKDBD_01278	CDS	282	rpsS		COG0185	30S ribosomal protein S19
OADMKDBD_01279	CDS	831	rplB			50S ribosomal protein L2
OADMKDBD_01280	CDS	282	rplW		COG0089	50S ribosomal protein L23
OADMKDBD_01281	CDS	615	rplD			50S ribosomal protein L4
OADMKDBD_01282	CDS	576				hypothetical protein
OADMKDBD_01283	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
OADMKDBD_01284	CDS	762	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
OADMKDBD_01285	CDS	1989	rnj	3.1.-.-	COG0595	Ribonuclease J
OADMKDBD_01286	CDS	801	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
OADMKDBD_01287	CDS	537				hypothetical protein
OADMKDBD_01288	CDS	1071	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
OADMKDBD_01289	CDS	99				hypothetical protein
OADMKDBD_01290	tRNA	77				tRNA-Met(cat)
OADMKDBD_01291	tRNA	88				tRNA-Ser(gga)
OADMKDBD_01292	CDS	537	rplY			50S ribosomal protein L25
OADMKDBD_01293	CDS	546	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
OADMKDBD_01294	CDS	1059				hypothetical protein
OADMKDBD_01295	CDS	1209	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
OADMKDBD_01296	CDS	768	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
OADMKDBD_01297	CDS	1074	pheA			Bifunctional chorismate mutase/prephenate dehydratase
OADMKDBD_01298	CDS	1095	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
OADMKDBD_01299	CDS	1683	fliF		COG1766	Flagellar M-ring protein
OADMKDBD_01300	CDS	1029	fliG		COG1536	Flagellar motor switch protein FliG
OADMKDBD_01301	CDS	831				hypothetical protein
OADMKDBD_01302	CDS	1848	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
OADMKDBD_01303	CDS	411				hypothetical protein
OADMKDBD_01304	CDS	1197				hypothetical protein
OADMKDBD_01305	CDS	708	menG	2.1.1.163		Demethylmenaquinone methyltransferase
OADMKDBD_01306	CDS	1164	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
OADMKDBD_01307	CDS	1077	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
OADMKDBD_01308	CDS	273	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OADMKDBD_01309	CDS	975	fabH1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
OADMKDBD_01310	CDS	987	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
OADMKDBD_01311	CDS	147	rpmF			50S ribosomal protein L32
OADMKDBD_01312	CDS	354				hypothetical protein
OADMKDBD_01313	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
OADMKDBD_01314	CDS	285				hypothetical protein
OADMKDBD_01315	CDS	597	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
OADMKDBD_01316	CDS	1089	flhB		COG1377	Flagellar biosynthetic protein FlhB
OADMKDBD_01317	CDS	744	motB		COG1360	Motility protein B
OADMKDBD_01318	CDS	777	pomA		COG1291	Chemotaxis protein PomA
OADMKDBD_01319	CDS	2640	polA	2.7.7.7	COG0258	DNA polymerase I
OADMKDBD_01320	CDS	843	ydfJ_1			Putative transporter YdfJ
OADMKDBD_01321	CDS	327	ydfJ_2			Putative transporter YdfJ
OADMKDBD_01322	CDS	132				hypothetical protein
OADMKDBD_01323	CDS	1008	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
OADMKDBD_01324	CDS	444	yqaA		COG1238	Inner membrane protein YqaA
OADMKDBD_01325	CDS	597				hypothetical protein
OADMKDBD_01326	CDS	684				hypothetical protein
OADMKDBD_01327	CDS	552				hypothetical protein
OADMKDBD_01328	CDS	1680	uvrA		COG0178	UvrABC system protein A
OADMKDBD_01329	CDS	795				hypothetical protein
OADMKDBD_01330	CDS	987	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
OADMKDBD_01331	CDS	1695	pglK	7.5.2.5	COG1132	Protein glycosylation K
OADMKDBD_01332	CDS	1077	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
OADMKDBD_01333	CDS	930	pglI	2.4.1.293	COG0463	GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase
OADMKDBD_01334	CDS	1098	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
OADMKDBD_01335	CDS	2142	pglB	2.4.99.19	COG1287	Undecaprenyl-diphosphooligosaccharide--protein glycotransferase
OADMKDBD_01336	CDS	1131	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
OADMKDBD_01337	CDS	603	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
OADMKDBD_01338	CDS	591	pglD	2.3.1.203	COG0110	UDP-N-acetylbacillosamine N-acetyltransferase
OADMKDBD_01339	CDS	1161	pglE	2.6.1.34	COG0399	UDP-N-acetylbacillosamine transaminase
OADMKDBD_01340	CDS	1773	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
OADMKDBD_01341	CDS	894				hypothetical protein
OADMKDBD_01342	CDS	393	cheY		COG0784	Chemotaxis protein CheY 
OADMKDBD_01343	CDS	846	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
OADMKDBD_01344	CDS	1938	ftsH_3	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
OADMKDBD_01345	CDS	618	psd_1	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
OADMKDBD_01346	CDS	729				hypothetical protein
OADMKDBD_01347	CDS	798				hypothetical protein
OADMKDBD_01348	CDS	360	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
OADMKDBD_01349	CDS	639				hypothetical protein
OADMKDBD_01350	CDS	1290	bdlA		COG0840	Biofilm dispersion protein BdlA
OADMKDBD_01351	CDS	648	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
OADMKDBD_01352	CDS	2130	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
OADMKDBD_01353	CDS	291	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
OADMKDBD_01354	CDS	603				hypothetical protein
OADMKDBD_01355	CDS	453	smpB		COG0691	SsrA-binding protein
OADMKDBD_01356	CDS	768	ispE	2.7.1.148		Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OADMKDBD_01357	CDS	228	csrA		COG1551	Translational regulator CsrA
OADMKDBD_01358	CDS	393	truB	5.4.99.25		tRNA pseudouridine synthase B
OADMKDBD_01359	CDS	1131	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
OADMKDBD_01360	CDS	1005	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
OADMKDBD_01361	CDS	561	dcd	3.5.4.13	COG0717	dCTP deaminase
OADMKDBD_01362	CDS	456	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
OADMKDBD_01363	CDS	429		3.5.-.-	COG2071	Gamma-glutamyl-CDP-amidate hydrolase
OADMKDBD_01364	CDS	762		2.7.7.-	COG1213	CTP:phosphoglutamine cytidylyltransferase
OADMKDBD_01365	CDS	513		2.7.1.-	COG0529	Cytidine diphosphoramidate kinase
OADMKDBD_01366	CDS	2070				hypothetical protein
OADMKDBD_01367	CDS	1185				hypothetical protein
OADMKDBD_01368	CDS	1122				hypothetical protein
OADMKDBD_01369	CDS	1362	ptlI	1.14.15.32	COG2124	Pentalenene oxygenase
OADMKDBD_01370	CDS	420				hypothetical protein
OADMKDBD_01371	CDS	348	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
OADMKDBD_01372	CDS	537				hypothetical protein
OADMKDBD_01373	CDS	1371	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
OADMKDBD_01374	CDS	378				hypothetical protein
OADMKDBD_01375	CDS	183	rsfS			Ribosomal silencing factor RsfS
OADMKDBD_01376	CDS	141				hypothetical protein
OADMKDBD_01377	CDS	1383	ftsA			Cell division protein FtsA
OADMKDBD_01378	CDS	1113	ftsZ			Cell division protein FtsZ
OADMKDBD_01379	CDS	813	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
OADMKDBD_01380	CDS	789	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
OADMKDBD_01381	CDS	1431	glnA	6.3.1.2	COG0174	Glutamine synthetase
OADMKDBD_01382	CDS	696				hypothetical protein
OADMKDBD_01383	CDS	1254	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
OADMKDBD_01384	CDS	495	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
OADMKDBD_01385	CDS	537				hypothetical protein
OADMKDBD_01386	CDS	864	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
OADMKDBD_01387	CDS	726		3.5.4.16	COG0327	GTP cyclohydrolase 1 type 2
OADMKDBD_01388	CDS	717				hypothetical protein
OADMKDBD_01389	CDS	1158	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
OADMKDBD_01390	CDS	753				hypothetical protein
OADMKDBD_01391	CDS	1338	ffh		COG0541	Signal recognition particle protein
OADMKDBD_01392	CDS	228	rpsP			30S ribosomal protein S16
OADMKDBD_01393	CDS	243				hypothetical protein
OADMKDBD_01394	CDS	540	rimM			Ribosome maturation factor RimM
OADMKDBD_01395	CDS	705	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
OADMKDBD_01396	CDS	357	rplS			50S ribosomal protein L19
OADMKDBD_01397	CDS	414	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
OADMKDBD_01398	CDS	1341	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
OADMKDBD_01399	CDS	1506	comM		COG0606	Competence protein ComM
OADMKDBD_01400	CDS	528	def	3.5.1.88	COG0242	Peptide deformylase
OADMKDBD_01401	CDS	585	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
OADMKDBD_01402	CDS	1335	tig	5.2.1.8	COG0544	Trigger factor
OADMKDBD_01403	CDS	573	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
OADMKDBD_01404	CDS	1386	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
OADMKDBD_01405	CDS	1338	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
OADMKDBD_01406	CDS	729	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
OADMKDBD_01407	CDS	1182			COG2256	putative AAA domain-containing protein
OADMKDBD_01408	CDS	1122				hypothetical protein
OADMKDBD_01409	CDS	348				hypothetical protein
OADMKDBD_01410	CDS	639				hypothetical protein
OADMKDBD_01411	CDS	342				hypothetical protein
OADMKDBD_01412	CDS	1347	citN		COG2851	Citrate transporter
OADMKDBD_01413	CDS	1995				hypothetical protein
OADMKDBD_01414	CDS	804	uppP	3.6.1.27		Undecaprenyl-diphosphatase
OADMKDBD_01415	CDS	1809	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
OADMKDBD_01416	CDS	519	infC			Translation initiation factor IF-3
OADMKDBD_01417	CDS	1092	fokIM	2.1.1.72		Modification methylase FokI
OADMKDBD_01418	CDS	573				hypothetical protein
OADMKDBD_01419	CDS	231				hypothetical protein
OADMKDBD_01420	CDS	186				hypothetical protein
OADMKDBD_01421	CDS	183				hypothetical protein
OADMKDBD_01422	CDS	204				hypothetical protein
OADMKDBD_01423	CDS	183				hypothetical protein
OADMKDBD_01424	CDS	1029	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
OADMKDBD_01425	CDS	447	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
OADMKDBD_01426	CDS	510				hypothetical protein
OADMKDBD_01427	CDS	1071				hypothetical protein
OADMKDBD_01428	CDS	228				hypothetical protein
OADMKDBD_01429	CDS	1509	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
OADMKDBD_01430	CDS	678				hypothetical protein
OADMKDBD_01431	CDS	987	argR	5.1.1.10		Broad specificity amino-acid racemase
OADMKDBD_01432	CDS	468	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
OADMKDBD_01433	CDS	1467	alsT		COG1115	Amino-acid carrier protein AlsT
OADMKDBD_01434	CDS	729	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
