locus_tag	ftype	length_bp	gene	EC_number	COG	product
HBIEEPJE_04504	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
HBIEEPJE_04505	CDS	1242	rafB_2			Raffinose permease
HBIEEPJE_04506	CDS	384				hypothetical protein
HBIEEPJE_04507	CDS	1110	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
HBIEEPJE_04508	CDS	627	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GstB
HBIEEPJE_04509	CDS	1212	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
HBIEEPJE_04510	CDS	759	deoR		COG1349	Deoxyribose operon repressor
HBIEEPJE_04511	CDS	594	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
HBIEEPJE_04512	CDS	1233	mdfA			Multidrug transporter MdfA
HBIEEPJE_04513	CDS	813	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
HBIEEPJE_04514	CDS	1203	ybjJ			Inner membrane protein YbjJ
HBIEEPJE_04515	CDS	564	rcdA		COG3226	HTH-type transcriptional regulator RcdA
HBIEEPJE_04516	CDS	1686	aspT_2			Aspartate/alanine antiporter
HBIEEPJE_04517	CDS	384	ybjM			Inner membrane protein YbjM
HBIEEPJE_04518	CDS	264	grxA		COG0695	Glutaredoxin 1
HBIEEPJE_04519	CDS	288				hypothetical protein
HBIEEPJE_04520	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
HBIEEPJE_04521	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
HBIEEPJE_04522	CDS	369	ybjN			putative protein YbjN
HBIEEPJE_04523	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
HBIEEPJE_04524	CDS	1167	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
HBIEEPJE_04525	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
HBIEEPJE_04526	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
HBIEEPJE_04527	CDS	489	ybjO			Inner membrane protein YbjO
HBIEEPJE_04528	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
HBIEEPJE_04529	CDS	717	walR		COG0745	Transcriptional regulatory protein WalR
HBIEEPJE_04530	CDS	1473	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
HBIEEPJE_04531	CDS	732	artJ_2		COG0834	ABC transporter arginine-binding protein 1
HBIEEPJE_04532	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
HBIEEPJE_04533	CDS	717	artQ_2		COG4215	Arginine ABC transporter permease protein ArtQ
HBIEEPJE_04534	CDS	753	artI		COG0834	Putative ABC transporter arginine-binding protein 2
HBIEEPJE_04535	CDS	795	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
HBIEEPJE_04536	CDS	516	ybjP			putative lipoprotein YbjP
HBIEEPJE_04537	CDS	165				hypothetical protein
HBIEEPJE_04538	CDS	1140				hypothetical protein
HBIEEPJE_04539	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
HBIEEPJE_04540	CDS	1014	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
HBIEEPJE_04541	CDS	1443				hypothetical protein
HBIEEPJE_04542	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
HBIEEPJE_04543	CDS	1287	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
HBIEEPJE_04544	CDS	627				hypothetical protein
HBIEEPJE_04545	CDS	351				hypothetical protein
HBIEEPJE_04546	CDS	276				hypothetical protein
HBIEEPJE_04547	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
HBIEEPJE_04548	CDS	1524	ftsY		COG0552	Signal recognition particle receptor FtsY
HBIEEPJE_04549	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
HBIEEPJE_04550	CDS	1056	ftsX		COG2177	Cell division protein FtsX
HBIEEPJE_04551	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
HBIEEPJE_04552	CDS	1524	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
HBIEEPJE_04553	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
HBIEEPJE_04554	CDS	1245				hypothetical protein
HBIEEPJE_04555	CDS	1098	livJ_2		COG0683	Leu/Ile/Val-binding protein
HBIEEPJE_04556	CDS	384	panM			PanD regulatory factor
HBIEEPJE_04557	CDS	1110	livK		COG0683	Leucine-specific-binding protein
HBIEEPJE_04558	CDS	927	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
HBIEEPJE_04559	CDS	1278				hypothetical protein
HBIEEPJE_04560	CDS	768	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HBIEEPJE_04561	CDS	714	livF_6		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HBIEEPJE_04562	CDS	222				hypothetical protein
HBIEEPJE_04563	CDS	369				hypothetical protein
HBIEEPJE_04564	CDS	1317	ugpB_2		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
HBIEEPJE_04565	CDS	888	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
HBIEEPJE_04566	CDS	846	lacG_2			Lactose transport system permease protein LacG
HBIEEPJE_04567	CDS	1071	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
HBIEEPJE_04568	CDS	741	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
HBIEEPJE_04569	CDS	321	yhhA			putative protein YhhA
HBIEEPJE_04570	CDS	1746	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
HBIEEPJE_04571	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
HBIEEPJE_04572	CDS	654				hypothetical protein
HBIEEPJE_04573	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
HBIEEPJE_04574	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
HBIEEPJE_04575	CDS	996	gntR_2			HTH-type transcriptional regulator GntR
HBIEEPJE_04576	CDS	531	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
HBIEEPJE_04577	CDS	1266	gntU		COG2610	Low-affinity gluconate transporter
HBIEEPJE_04578	CDS	1107	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
HBIEEPJE_04579	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
HBIEEPJE_04580	CDS	1977	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
HBIEEPJE_04581	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
HBIEEPJE_04582	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
HBIEEPJE_04583	CDS	2448	malP_5	2.4.1.1	COG0058	Maltodextrin phosphorylase
HBIEEPJE_04584	CDS	1509	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
HBIEEPJE_04585	CDS	330	glpE_2	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
HBIEEPJE_04586	CDS	825	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
HBIEEPJE_04587	CDS	759	glpR_4		COG1349	Glycerol-3-phosphate regulon repressor
HBIEEPJE_04588	CDS	2706	malT_2		COG2909	HTH-type transcriptional regulator MalT
HBIEEPJE_04589	CDS	2391	malP_6	2.4.1.1	COG0058	Maltodextrin phosphorylase
HBIEEPJE_04590	CDS	2094	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
HBIEEPJE_04591	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
HBIEEPJE_04592	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
HBIEEPJE_04593	CDS	675				hypothetical protein
HBIEEPJE_04594	CDS	774	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
HBIEEPJE_04595	CDS	270				hypothetical protein
HBIEEPJE_04596	CDS	240	feoC			putative [Fe-S]-dependent transcriptional repressor
HBIEEPJE_04597	CDS	2319	feoB		COG0370	Fe(2+) transporter FeoB
HBIEEPJE_04598	CDS	228	feoA		COG1918	Fe(2+) transport protein A
HBIEEPJE_04599	CDS	2331	yhgF		COG2183	Protein YhgF
HBIEEPJE_04600	CDS	474	greB		COG0782	Transcription elongation factor GreB
HBIEEPJE_04601	CDS	720	ompR_3			Transcriptional regulatory protein OmpR
HBIEEPJE_04602	CDS	1356	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
HBIEEPJE_04603	CDS	1623	pckA_3	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
HBIEEPJE_04604	CDS	879	hslO		COG1281	33 kDa chaperonin
HBIEEPJE_04605	CDS	402	hslR		COG1188	Heat shock protein 15
HBIEEPJE_04606	CDS	684	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
HBIEEPJE_04607	CDS	2130	igaA			Intracellular growth attenuator protein igaA
HBIEEPJE_04608	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
HBIEEPJE_04609	CDS	2559	mrcA		COG5009	Penicillin-binding protein 1A
HBIEEPJE_04610	CDS	801				hypothetical protein
HBIEEPJE_04611	CDS	534				hypothetical protein
HBIEEPJE_04612	CDS	429				hypothetical protein
HBIEEPJE_04613	CDS	1245	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
HBIEEPJE_04614	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
HBIEEPJE_04615	CDS	1095	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HBIEEPJE_04616	CDS	1287	damX		COG3266	Cell division protein DamX
HBIEEPJE_04617	CDS	828	dam_3	2.1.1.72	COG0338	DNA adenine methylase
HBIEEPJE_04618	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
HBIEEPJE_04619	CDS	762	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
HBIEEPJE_04620	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
HBIEEPJE_04621	CDS	1374	cysG_2		COG0007	Siroheme synthase
HBIEEPJE_04622	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
HBIEEPJE_04623	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
HBIEEPJE_04624	CDS	102				hypothetical protein
HBIEEPJE_04625	CDS	1323	codA_2	3.5.4.1	COG0402	Cytosine deaminase
HBIEEPJE_04626	CDS	1188	tsgA		COG0477	Protein TsgA
HBIEEPJE_04627	CDS	570	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
HBIEEPJE_04628	CDS	168	yhfG			putative protein YhfG
HBIEEPJE_04629	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
HBIEEPJE_04630	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
HBIEEPJE_04631	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
HBIEEPJE_04632	CDS	2079				hypothetical protein
HBIEEPJE_04633	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
HBIEEPJE_04634	CDS	405	yhfA		COG1765	Protein YhfA
HBIEEPJE_04635	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
HBIEEPJE_04636	CDS	219				hypothetical protein
HBIEEPJE_04637	CDS	1023				hypothetical protein
HBIEEPJE_04638	CDS	1905	yheS_3		COG0488	putative ABC transporter ATP-binding protein YheS
HBIEEPJE_04639	CDS	561	ywrO	1.6.99.-	COG2249	General stress protein 14
HBIEEPJE_04640	CDS	1806	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
HBIEEPJE_04641	CDS	201				hypothetical protein
HBIEEPJE_04642	CDS	588				hypothetical protein
HBIEEPJE_04643	CDS	219	slyX		COG2900	Protein SlyX 
HBIEEPJE_04644	CDS	831	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
HBIEEPJE_04645	CDS	723	dauR		COG2964	Transcriptional regulator DauR
HBIEEPJE_04646	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
HBIEEPJE_04647	CDS	360	tusC		COG2923	Protein TusC
HBIEEPJE_04648	CDS	288	tusB		COG2168	Protein TusB
HBIEEPJE_04649	CDS	375	rpsL		COG0048	30S ribosomal protein S12
HBIEEPJE_04650	CDS	471	rpsG		COG0049	30S ribosomal protein S7
HBIEEPJE_04651	CDS	2115	fusA_2		COG0480	Elongation factor G
HBIEEPJE_04652	CDS	1155				hypothetical protein
HBIEEPJE_04653	CDS	267				hypothetical protein
HBIEEPJE_04654	CDS	975	pobB	1.-.-.-		Phenoxybenzoate dioxygenase subunit beta
HBIEEPJE_04655	CDS	1239	nepI_3		COG2814	Purine ribonucleoside efflux pump NepI
HBIEEPJE_04656	CDS	945	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
HBIEEPJE_04657	CDS	756				hypothetical protein
HBIEEPJE_04658	CDS	312				hypothetical protein
HBIEEPJE_04659	CDS	264				hypothetical protein
HBIEEPJE_04660	CDS	1029	vldW_3	1.14.11.52		Validamycin A dioxygenase
HBIEEPJE_04661	CDS	807	metQ_3		COG1464	D-methionine-binding lipoprotein MetQ
HBIEEPJE_04662	CDS	792	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
HBIEEPJE_04663	CDS	672	metI_3		COG2011	D-methionine transport system permease protein MetI
HBIEEPJE_04664	CDS	1059	pnoA	1.13.12.-		Nitronate monooxygenase
HBIEEPJE_04665	CDS	846	gltR_2		COG0583	HTH-type transcriptional regulator GltR
HBIEEPJE_04666	CDS	1158				hypothetical protein
HBIEEPJE_04667	CDS	423	yycE			putative protein YycE
HBIEEPJE_04668	CDS	1188	yhhS_2			putative MFS-type transporter YhhS
HBIEEPJE_04669	CDS	291				hypothetical protein
HBIEEPJE_04670	CDS	762	tam_2	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
HBIEEPJE_04671	CDS	321				hypothetical protein
HBIEEPJE_04672	CDS	483	hcpA_3		COG3157	Major exported protein
HBIEEPJE_04673	CDS	195				hypothetical protein
HBIEEPJE_04674	CDS	99				hypothetical protein
HBIEEPJE_04675	CDS	447				hypothetical protein
HBIEEPJE_04676	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
HBIEEPJE_04677	CDS	531	ttr	2.3.1.-		Acetyltransferase
HBIEEPJE_04678	CDS	633			COG2200	putative signaling protein
HBIEEPJE_04679	rRNA	401				16S ribosomal RNA (partial)
HBIEEPJE_04680	rRNA	2831				23S ribosomal RNA
HBIEEPJE_04681	rRNA	111				5S ribosomal RNA
HBIEEPJE_04682	CDS	462	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
HBIEEPJE_04683	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
HBIEEPJE_04684	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
HBIEEPJE_04685	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
HBIEEPJE_04686	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
HBIEEPJE_04687	CDS	831	iclR		COG1414	Transcriptional repressor IclR
HBIEEPJE_04688	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
HBIEEPJE_04689	CDS	1632				hypothetical protein
HBIEEPJE_04690	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
HBIEEPJE_04691	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
HBIEEPJE_04692	CDS	273				hypothetical protein
HBIEEPJE_04693	CDS	930	panS		COG0385	Pantothenate precursors transporter PanS
HBIEEPJE_04694	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
HBIEEPJE_04695	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
HBIEEPJE_04696	CDS	456	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
HBIEEPJE_04697	CDS	510				hypothetical protein
HBIEEPJE_04698	CDS	381	ridA_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
HBIEEPJE_04699	CDS	321				hypothetical protein
HBIEEPJE_04700	CDS	741	ygaZ_1		COG1296	Inner membrane protein YgaZ
HBIEEPJE_04701	CDS	1278				hypothetical protein
HBIEEPJE_04702	CDS	411	psiE		COG3223	Protein PsiE
HBIEEPJE_04703	CDS	891	malG_2		COG3833	Maltose/maltodextrin transport system permease protein MalG
HBIEEPJE_04704	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
HBIEEPJE_04705	CDS	1215	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
HBIEEPJE_04706	CDS	1110	malK_2	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
HBIEEPJE_04707	CDS	1290	lamB_4		COG4580	Maltoporin
HBIEEPJE_04708	CDS	924				hypothetical protein
HBIEEPJE_04709	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
HBIEEPJE_04710	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
HBIEEPJE_04711	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
HBIEEPJE_04712	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
HBIEEPJE_04713	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
HBIEEPJE_04714	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
HBIEEPJE_04715	CDS	210				hypothetical protein
HBIEEPJE_04716	CDS	516	zur		COG0735	Zinc uptake regulation protein
HBIEEPJE_04717	CDS	489				hypothetical protein
HBIEEPJE_04718	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
HBIEEPJE_04719	CDS	243	pspG			Phage shock protein G
HBIEEPJE_04720	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
HBIEEPJE_04721	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
HBIEEPJE_04722	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
HBIEEPJE_04723	CDS	1194	tyrB_2	2.6.1.5	COG1448	Tyrosine aminotransferase
HBIEEPJE_04724	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
HBIEEPJE_04725	CDS	417				hypothetical protein
HBIEEPJE_04726	CDS	357	yjbR		COG2315	putative protein YjbR
HBIEEPJE_04727	CDS	2826	uvrA		COG0178	UvrABC system protein A
HBIEEPJE_04728	CDS	525	ssb		COG0629	Single-stranded DNA-binding protein
HBIEEPJE_04729	CDS	1581	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
HBIEEPJE_04730	CDS	2259	fepA_2		COG4771	Ferrienterobactin receptor
HBIEEPJE_04731	CDS	369	soxS_2			Regulatory protein SoxS
HBIEEPJE_04732	CDS	1761		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
HBIEEPJE_04733	CDS	2424	bamA_2		COG4775	Outer membrane protein assembly factor BamA
HBIEEPJE_04734	CDS	354	iraM			Anti-adapter protein IraM
HBIEEPJE_04735	CDS	762	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
HBIEEPJE_04736	CDS	1014	ccpA_2		COG1609	Catabolite control protein A
HBIEEPJE_04737	CDS	771	rbn_2	3.1.26.11		Ribonuclease BN
HBIEEPJE_04738	CDS	1062	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HBIEEPJE_04739	CDS	1101				hypothetical protein
HBIEEPJE_04740	CDS	834				hypothetical protein
HBIEEPJE_04741	CDS	858				hypothetical protein
HBIEEPJE_04742	CDS	282				hypothetical protein
HBIEEPJE_04743	CDS	1605	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
HBIEEPJE_04744	CDS	330	soxS_3			Regulatory protein SoxS
HBIEEPJE_04745	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
HBIEEPJE_04746	CDS	669				hypothetical protein
HBIEEPJE_04747	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
HBIEEPJE_04748	rRNA	111				5S ribosomal RNA
HBIEEPJE_04749	CDS	1296	kgtP_2			Alpha-ketoglutarate permease
HBIEEPJE_04750	CDS	324				hypothetical protein
HBIEEPJE_04751	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
HBIEEPJE_04752	CDS	2652	pat_2	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
HBIEEPJE_04753	CDS	699				hypothetical protein
HBIEEPJE_04754	CDS	426	trxC	1.8.1.8	COG0526	Thioredoxin 2
HBIEEPJE_04755	CDS	1086	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
HBIEEPJE_04756	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
HBIEEPJE_04757	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
HBIEEPJE_04758	CDS	423				hypothetical protein
HBIEEPJE_04759	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
HBIEEPJE_04760	CDS	1620	nadB	1.4.3.16	COG0029	L-aspartate oxidase
HBIEEPJE_04761	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
HBIEEPJE_04762	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
HBIEEPJE_04763	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
HBIEEPJE_04764	CDS	480	rseC		COG3086	Protein RseC
HBIEEPJE_04765	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
HBIEEPJE_04766	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
HBIEEPJE_04767	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
HBIEEPJE_04768	CDS	906	era_3		COG1159	GTPase Era
HBIEEPJE_04769	CDS	738	recO		COG1381	DNA repair protein RecO
HBIEEPJE_04770	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
HBIEEPJE_04771	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
HBIEEPJE_04772	CDS	261	yfhL		COG1145	Ferredoxin YfhL
HBIEEPJE_04773	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
HBIEEPJE_04774	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
HBIEEPJE_04775	CDS	510	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
HBIEEPJE_04776	CDS	1617	mltF_3	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
HBIEEPJE_04777	CDS	3942	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
HBIEEPJE_04778	CDS	1422	glrK	2.7.13.3		Sensor histidine kinase GlrK
HBIEEPJE_04779	CDS	708	qseG			Quorum-sensing regulator protein G
HBIEEPJE_04780	CDS	1338	qseF		COG2204	Transcriptional regulatory protein QseF
HBIEEPJE_04781	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
HBIEEPJE_04782	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
HBIEEPJE_04783	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
HBIEEPJE_04784	CDS	468	yphA		COG2259	Inner membrane protein YphA
HBIEEPJE_04785	CDS	1197	nagC_2		COG1940	N-acetylglucosamine repressor
HBIEEPJE_04786	CDS	3276				hypothetical protein
HBIEEPJE_04787	CDS	1437	xylE			D-xylose-proton symporter
HBIEEPJE_04788	CDS	834	yphB		COG2017	putative protein YphB
HBIEEPJE_04789	CDS	1137	hcaT			putative 3-phenylpropionic acid transporter
HBIEEPJE_04790	CDS	1278				hypothetical protein
HBIEEPJE_04791	CDS	639				hypothetical protein
HBIEEPJE_04792	CDS	981				hypothetical protein
HBIEEPJE_04793	CDS	837				hypothetical protein
HBIEEPJE_04794	CDS	804	suhB_3	3.1.3.25	COG0483	Inositol-1-monophosphatase
HBIEEPJE_04795	CDS	735	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
HBIEEPJE_04796	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
HBIEEPJE_04797	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
HBIEEPJE_04798	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
HBIEEPJE_04799	CDS	324	iscA		COG0316	Iron-binding protein IscA
HBIEEPJE_04800	CDS	516	hscB		COG1076	Co-chaperone protein HscB
HBIEEPJE_04801	CDS	900	hscA_1		COG0443	Chaperone protein HscA
HBIEEPJE_04802	CDS	915	hscA_2		COG0443	Chaperone protein HscA
HBIEEPJE_04803	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
HBIEEPJE_04804	CDS	201	iscX		COG2975	Protein IscX
HBIEEPJE_04805	CDS	1287	pepB	3.4.11.23	COG0260	Peptidase B
HBIEEPJE_04806	CDS	636				hypothetical protein
HBIEEPJE_04807	CDS	843				hypothetical protein
HBIEEPJE_04808	CDS	858	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
HBIEEPJE_04809	CDS	900	yfhM_1		COG2373	Alpha-2-macroglobulin
HBIEEPJE_04810	CDS	3993	yfhM_2		COG2373	Alpha-2-macroglobulin
HBIEEPJE_04811	CDS	2325	pbpC		COG4953	Penicillin-binding protein 1C
HBIEEPJE_04812	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
HBIEEPJE_04813	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
HBIEEPJE_04814	CDS	996	rodZ		COG1426	Cytoskeleton protein RodZ
HBIEEPJE_04815	CDS	1122	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
HBIEEPJE_04816	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
HBIEEPJE_04817	CDS	621				hypothetical protein
HBIEEPJE_04818	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
HBIEEPJE_04819	CDS	1479	der		COG1160	GTPase Der
HBIEEPJE_04820	CDS	1080				hypothetical protein
HBIEEPJE_04821	CDS	219	yfgJ			putative protein YfgJ
HBIEEPJE_04822	CDS	1392	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
HBIEEPJE_04823	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HBIEEPJE_04824	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
HBIEEPJE_04825	CDS	1869		3.1.6.-	COG3119	Endo-4-O-sulfatase
HBIEEPJE_04826	CDS	1068	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
