locus_tag	ftype	length_bp	gene	EC_number	COG	product
NHCOAJIK_03868	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
NHCOAJIK_03869	CDS	291				hypothetical protein
NHCOAJIK_03870	CDS	861		2.7.1.-		putative ketoamine kinase
NHCOAJIK_03871	CDS	537				hypothetical protein
NHCOAJIK_03872	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
NHCOAJIK_03873	CDS	600	ydjM		COG1988	Inner membrane protein YdjM
NHCOAJIK_03874	CDS	1392	tcyP_2		COG1823	L-cystine uptake protein TcyP
NHCOAJIK_03875	CDS	243	cedA			Cell division activator CedA
NHCOAJIK_03876	CDS	567	katE_1	1.11.1.6	COG0753	Catalase HPII
NHCOAJIK_03877	CDS	1611	katE_2	1.11.1.6	COG0753	Catalase HPII
NHCOAJIK_03878	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
NHCOAJIK_03879	CDS	1356	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
NHCOAJIK_03880	CDS	840	chbR			HTH-type transcriptional regulator ChbR
NHCOAJIK_03881	CDS	348	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
NHCOAJIK_03882	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
NHCOAJIK_03883	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
NHCOAJIK_03884	CDS	342	osmE			Osmotically-inducible putative lipoprotein OsmE
NHCOAJIK_03885	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
NHCOAJIK_03886	CDS	882	cho	3.1.25.-	COG0322	Excinuclease cho
NHCOAJIK_03887	CDS	486	spy		COG3678	Periplasmic chaperone Spy
NHCOAJIK_03888	CDS	216				hypothetical protein
NHCOAJIK_03889	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
NHCOAJIK_03890	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
NHCOAJIK_03891	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
NHCOAJIK_03892	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
NHCOAJIK_03893	CDS	1227	astC	2.6.1.81	COG4992	Succinylornithine transaminase
NHCOAJIK_03894	CDS	879	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
NHCOAJIK_03895	CDS	417	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
NHCOAJIK_03896	CDS	276				hypothetical protein
NHCOAJIK_03897	CDS	1344	gdhA_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
NHCOAJIK_03898	CDS	1950	topB	5.6.2.1	COG0550	DNA topoisomerase 3
NHCOAJIK_03899	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
NHCOAJIK_03900	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
NHCOAJIK_03901	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
NHCOAJIK_03902	CDS	1089	ansA	3.5.1.1	COG0252	L-asparaginase 1
NHCOAJIK_03903	CDS	657	pncA	3.5.1.19	COG1335	Nicotinamidase
NHCOAJIK_03904	CDS	279				hypothetical protein
NHCOAJIK_03905	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
NHCOAJIK_03906	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
NHCOAJIK_03907	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
NHCOAJIK_03908	CDS	849		1.-.-.-	COG0667	putative oxidoreductase
NHCOAJIK_03909	CDS	1197	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
NHCOAJIK_03910	CDS	747	mipA		COG3713	MltA-interacting protein
NHCOAJIK_03911	CDS	363				hypothetical protein
NHCOAJIK_03912	CDS	1557				hypothetical protein
NHCOAJIK_03913	CDS	1287				hypothetical protein
NHCOAJIK_03914	CDS	1494	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
NHCOAJIK_03915	CDS	528				hypothetical protein
NHCOAJIK_03916	CDS	108				hypothetical protein
NHCOAJIK_03917	CDS	447				hypothetical protein
NHCOAJIK_03918	CDS	795	nimR			HTH-type transcriptional regulator NimR
NHCOAJIK_03919	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
NHCOAJIK_03920	CDS	348				hypothetical protein
NHCOAJIK_03921	CDS	312				hypothetical protein
NHCOAJIK_03922	CDS	252				hypothetical protein
NHCOAJIK_03923	CDS	249				hypothetical protein
NHCOAJIK_03924	CDS	642				hypothetical protein
NHCOAJIK_03925	CDS	183	yoaG			Protein YoaG
NHCOAJIK_03926	CDS	363	yeaR_2		COG3615	putative protein YeaR
NHCOAJIK_03927	CDS	639	leuE		COG1280	Leucine efflux protein
NHCOAJIK_03928	CDS	546	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
NHCOAJIK_03929	CDS	249				hypothetical protein
NHCOAJIK_03930	CDS	849	bluR		COG0789	HTH-type transcriptional repressor BluR
NHCOAJIK_03931	CDS	594				hypothetical protein
NHCOAJIK_03932	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
NHCOAJIK_03933	CDS	651	zinT		COG3443	Metal-binding protein ZinT
NHCOAJIK_03934	tRNA	77				tRNA-Arg(tct)
NHCOAJIK_03935	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
NHCOAJIK_03936	CDS	1134				hypothetical protein
NHCOAJIK_03937	CDS	591	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
NHCOAJIK_03938	CDS	798	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NHCOAJIK_03939	CDS	813	dppC_2		COG1173	Dipeptide transport system permease protein DppC
NHCOAJIK_03940	CDS	975	dppB_2		COG0601	Dipeptide transport system permease protein DppB
NHCOAJIK_03941	CDS	1587				hypothetical protein
NHCOAJIK_03942	CDS	315				hypothetical protein
NHCOAJIK_03943	CDS	531	yodB		COG3038	Cytochrome b561 
NHCOAJIK_03944	CDS	1044				hypothetical protein
NHCOAJIK_03945	CDS	468	ibpA_2		COG0071	Small heat shock protein IbpA
NHCOAJIK_03946	CDS	174				hypothetical protein
NHCOAJIK_03947	CDS	345				hypothetical protein
NHCOAJIK_03948	tRNA	77				tRNA-Arg(cct)
NHCOAJIK_03949	CDS	558	ail_3		COG3637	Attachment invasion locus protein
NHCOAJIK_03950	CDS	264				hypothetical protein
NHCOAJIK_03951	CDS	522				hypothetical protein
NHCOAJIK_03952	CDS	240				hypothetical protein
NHCOAJIK_03953	CDS	789				hypothetical protein
NHCOAJIK_03954	CDS	225				hypothetical protein
NHCOAJIK_03955	CDS	219				hypothetical protein
NHCOAJIK_03956	CDS	885				hypothetical protein
NHCOAJIK_03957	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
NHCOAJIK_03958	CDS	738	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
NHCOAJIK_03959	CDS	330				hypothetical protein
NHCOAJIK_03960	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
NHCOAJIK_03961	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
NHCOAJIK_03962	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
NHCOAJIK_03963	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
NHCOAJIK_03964	CDS	675	phoP			Virulence transcriptional regulatory protein PhoP
NHCOAJIK_03965	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
NHCOAJIK_03966	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
NHCOAJIK_03967	CDS	1290				hypothetical protein
NHCOAJIK_03968	CDS	555	yrdA		COG0663	Protein YrdA
NHCOAJIK_03969	CDS	258				hypothetical protein
NHCOAJIK_03970	CDS	822	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
NHCOAJIK_03971	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
NHCOAJIK_03972	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
NHCOAJIK_03973	CDS	474	smg			Protein Smg
NHCOAJIK_03974	CDS	1125				hypothetical protein
NHCOAJIK_03975	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
NHCOAJIK_03976	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
NHCOAJIK_03977	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
NHCOAJIK_03978	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
NHCOAJIK_03979	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
NHCOAJIK_03980	CDS	270				hypothetical protein
NHCOAJIK_03981	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
NHCOAJIK_03982	CDS	369				hypothetical protein
NHCOAJIK_03983	CDS	384	rplQ		COG0203	50S ribosomal protein L17
NHCOAJIK_03984	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
NHCOAJIK_03985	CDS	621	rpsD		COG0522	30S ribosomal protein S4
NHCOAJIK_03986	CDS	381				hypothetical protein
NHCOAJIK_03987	CDS	357	rpsM		COG0099	30S ribosomal protein S13
NHCOAJIK_03988	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
NHCOAJIK_03989	CDS	1332	secY		COG0201	Protein translocase subunit SecY
NHCOAJIK_03990	CDS	435	rplO		COG0200	50S ribosomal protein L15
NHCOAJIK_03991	CDS	180	rpmD		COG1841	50S ribosomal protein L30
NHCOAJIK_03992	CDS	504	rpsE		COG0098	30S ribosomal protein S5
NHCOAJIK_03993	CDS	354	rplR		COG0256	50S ribosomal protein L18
NHCOAJIK_03994	CDS	534	rplF		COG0097	50S ribosomal protein L6
NHCOAJIK_03995	CDS	393	rpsH		COG0096	30S ribosomal protein S8
NHCOAJIK_03996	CDS	306	rpsN		COG0199	30S ribosomal protein S14
NHCOAJIK_03997	CDS	540	rplE		COG0094	50S ribosomal protein L5
NHCOAJIK_03998	CDS	315	rplX		COG0198	50S ribosomal protein L24
NHCOAJIK_03999	CDS	372	rplN		COG0093	50S ribosomal protein L14
NHCOAJIK_04000	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
NHCOAJIK_04001	CDS	192	rpmC		COG0255	50S ribosomal protein L29
NHCOAJIK_04002	CDS	411	rplP		COG0197	50S ribosomal protein L16
NHCOAJIK_04003	CDS	702	rpsC		COG0092	30S ribosomal protein S3
NHCOAJIK_04004	CDS	333	rplV		COG0091	50S ribosomal protein L22
NHCOAJIK_04005	CDS	279	rpsS		COG0185	30S ribosomal protein S19
NHCOAJIK_04006	CDS	822	rplB		COG0090	50S ribosomal protein L2
NHCOAJIK_04007	CDS	303	rplW		COG0089	50S ribosomal protein L23
NHCOAJIK_04008	CDS	606	rplD		COG0088	50S ribosomal protein L4
NHCOAJIK_04009	CDS	630	rplC		COG0087	50S ribosomal protein L3
NHCOAJIK_04010	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
NHCOAJIK_04011	CDS	468	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
NHCOAJIK_04012	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
NHCOAJIK_04013	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
NHCOAJIK_04014	CDS	891	tuf1_2			Elongation factor Tu 1
NHCOAJIK_04015	rRNA	451				16S ribosomal RNA (partial)
NHCOAJIK_04016	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
NHCOAJIK_04017	CDS	1032	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
NHCOAJIK_04018	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
NHCOAJIK_04019	CDS	816	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
NHCOAJIK_04020	CDS	405	rcsF			Outer membrane lipoprotein RcsF
NHCOAJIK_04021	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
NHCOAJIK_04022	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
NHCOAJIK_04023	CDS	702	nlpE		COG3015	Lipoprotein NlpE
NHCOAJIK_04024	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
NHCOAJIK_04025	CDS	546	yaeQ		COG4681	putative protein YaeQ
NHCOAJIK_04026	CDS	201				hypothetical protein
NHCOAJIK_04027	CDS	261	rof		COG4568	Protein rof
NHCOAJIK_04028	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
NHCOAJIK_04029	CDS	390				hypothetical protein
NHCOAJIK_04030	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
NHCOAJIK_04031	CDS	1764				hypothetical protein
NHCOAJIK_04032	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NHCOAJIK_04033	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NHCOAJIK_04034	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
NHCOAJIK_04035	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
NHCOAJIK_04036	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
NHCOAJIK_04037	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
NHCOAJIK_04038	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
NHCOAJIK_04039	CDS	486	skp		COG2825	Chaperone protein Skp
NHCOAJIK_04040	CDS	2415	bamA		COG4775	Outer membrane protein assembly factor BamA
NHCOAJIK_04041	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
NHCOAJIK_04042	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
NHCOAJIK_04043	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
NHCOAJIK_04044	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
NHCOAJIK_04045	CDS	558	frr		COG0233	Ribosome-recycling factor
NHCOAJIK_04046	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
NHCOAJIK_04047	CDS	924	tsf		COG0264	Elongation factor Ts
NHCOAJIK_04048	CDS	726	rpsB		COG0052	30S ribosomal protein S2
NHCOAJIK_04049	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
NHCOAJIK_04050	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NHCOAJIK_04051	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
NHCOAJIK_04052	CDS	1302	abaF			Fosfomycin resistance protein AbaF
NHCOAJIK_04053	CDS	387				hypothetical protein
NHCOAJIK_04054	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
NHCOAJIK_04055	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
NHCOAJIK_04056	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
NHCOAJIK_04057	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
NHCOAJIK_04058	CDS	801	btuF		COG0614	Vitamin B12-binding protein
NHCOAJIK_04059	CDS	624				hypothetical protein
NHCOAJIK_04060	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
NHCOAJIK_04061	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
NHCOAJIK_04062	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
NHCOAJIK_04063	CDS	840	yfcO			putative protein YfcO
NHCOAJIK_04064	CDS	531	yfcP			putative fimbrial-like protein YfcP
NHCOAJIK_04065	CDS	477	yfcQ			putative fimbrial-like protein YfcQ
NHCOAJIK_04066	CDS	513	yfcR			putative fimbrial-like protein YfcR
NHCOAJIK_04067	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
NHCOAJIK_04068	CDS	2658	papC_2		COG3188	Outer membrane usher protein PapC
NHCOAJIK_04069	CDS	561	smfA			Fimbria A protein
NHCOAJIK_04070	CDS	207				hypothetical protein
NHCOAJIK_04071	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
NHCOAJIK_04072	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
NHCOAJIK_04073	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
NHCOAJIK_04074	CDS	2190	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
NHCOAJIK_04075	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
NHCOAJIK_04076	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
NHCOAJIK_04077	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
NHCOAJIK_04078	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
NHCOAJIK_04079	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
NHCOAJIK_04080	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
NHCOAJIK_04081	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
NHCOAJIK_04082	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NHCOAJIK_04083	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
NHCOAJIK_04084	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
NHCOAJIK_04085	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
NHCOAJIK_04086	CDS	1230				hypothetical protein
NHCOAJIK_04087	CDS	441				hypothetical protein
NHCOAJIK_04088	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
NHCOAJIK_04089	CDS	684	fimC_2			Chaperone protein FimC
NHCOAJIK_04090	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
NHCOAJIK_04091	CDS	1080	lpfD_3			putative minor fimbrial subunit LpfD
NHCOAJIK_04092	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
NHCOAJIK_04093	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
NHCOAJIK_04094	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
NHCOAJIK_04095	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
NHCOAJIK_04096	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
NHCOAJIK_04097	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
NHCOAJIK_04098	CDS	387				hypothetical protein
NHCOAJIK_04099	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
NHCOAJIK_04100	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
NHCOAJIK_04101	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
NHCOAJIK_04102	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
NHCOAJIK_04103	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
NHCOAJIK_04104	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
NHCOAJIK_04105	CDS	363				hypothetical protein
NHCOAJIK_04106	CDS	843				hypothetical protein
NHCOAJIK_04107	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
NHCOAJIK_04108	CDS	858				hypothetical protein
NHCOAJIK_04109	CDS	774				hypothetical protein
NHCOAJIK_04110	CDS	792				hypothetical protein
NHCOAJIK_04111	CDS	285				hypothetical protein
NHCOAJIK_04112	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
NHCOAJIK_04113	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NHCOAJIK_04114	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
NHCOAJIK_04115	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
NHCOAJIK_04116	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
NHCOAJIK_04117	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
NHCOAJIK_04118	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
NHCOAJIK_04119	CDS	855	ampE		COG3725	Protein AmpE
NHCOAJIK_04120	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
NHCOAJIK_04121	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
NHCOAJIK_04122	CDS	438				hypothetical protein
NHCOAJIK_04123	CDS	1386	epsE		COG2804	Type II secretion system protein E
NHCOAJIK_04124	CDS	1203	epsF		COG1459	Type II secretion system protein F
NHCOAJIK_04125	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
NHCOAJIK_04126	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
NHCOAJIK_04127	CDS	744	zapD		COG4582	Cell division protein ZapD
NHCOAJIK_04128	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
NHCOAJIK_04129	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
NHCOAJIK_04130	CDS	2706	secA		COG0653	Protein translocase subunit SecA
NHCOAJIK_04131	CDS	498	secM			Secretion monitor
NHCOAJIK_04132	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
NHCOAJIK_04133	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
NHCOAJIK_04134	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
NHCOAJIK_04135	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
NHCOAJIK_04136	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
NHCOAJIK_04137	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
NHCOAJIK_04138	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NHCOAJIK_04139	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
NHCOAJIK_04140	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NHCOAJIK_04141	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NHCOAJIK_04142	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NHCOAJIK_04143	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
NHCOAJIK_04144	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
NHCOAJIK_04145	CDS	366	ftsL		COG3116	Cell division protein FtsL
NHCOAJIK_04146	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
NHCOAJIK_04147	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
NHCOAJIK_04148	CDS	1005	cra		COG1609	Catabolite repressor/activator
NHCOAJIK_04149	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
NHCOAJIK_04150	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
NHCOAJIK_04151	CDS	945	leuO_2			HTH-type transcriptional regulator LeuO
NHCOAJIK_04152	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
NHCOAJIK_04153	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
NHCOAJIK_04154	CDS	1401	leuC1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit 1
NHCOAJIK_04155	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
NHCOAJIK_04156	CDS	123	sgrT			Putative inhibitor of glucose uptake transporter SgrT
NHCOAJIK_04157	CDS	1659	sgrR_4		COG4533	HTH-type transcriptional regulator SgrR
NHCOAJIK_04158	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
NHCOAJIK_04159	CDS	1611				hypothetical protein
NHCOAJIK_04160	CDS	708	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
NHCOAJIK_04161	CDS	768	yabI		COG0586	Inner membrane protein YabI
NHCOAJIK_04162	CDS	846	araC_2			Arabinose operon regulatory protein
NHCOAJIK_04163	CDS	1710	araB	2.7.1.16	COG1069	Ribulokinase
NHCOAJIK_04164	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
NHCOAJIK_04165	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
NHCOAJIK_04166	CDS	420				hypothetical protein
NHCOAJIK_04167	CDS	621				hypothetical protein
NHCOAJIK_04168	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
NHCOAJIK_04169	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
NHCOAJIK_04170	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
NHCOAJIK_04171	CDS	813	djlA		COG1076	Co-chaperone protein DjlA
NHCOAJIK_04172	CDS	2361	lptD		COG1452	LPS-assembly protein LptD
NHCOAJIK_04173	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
NHCOAJIK_04174	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
NHCOAJIK_04175	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
NHCOAJIK_04176	CDS	378	apaG		COG2967	Protein ApaG
NHCOAJIK_04177	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
NHCOAJIK_04178	CDS	480				IS1595 family transposase ISSsu9
NHCOAJIK_04179	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
NHCOAJIK_04180	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
NHCOAJIK_04181	CDS	1890				hypothetical protein
NHCOAJIK_04182	CDS	291				hypothetical protein
NHCOAJIK_04183	CDS	417				hypothetical protein
NHCOAJIK_04184	CDS	231	ygdR_5			putative lipoprotein YgdR
